Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
6628520-92.2025.8.03.5089,AP,Não reconhece operação,Genérico,Êxito,Improcedência,10845.4,0.0,1,1,1,0,1,1
6341468-31.2025.8.11.4038,MT,Não reconhece operação,Golpe,Êxito,Improcedência,8425.21,0.0,1,1,1,1,1,1
7133548-23.2025.8.20.6729,RN,Não reconhece operação,Golpe,Não Êxito,Procedência,15621.19,14683.918599999999,0,1,0,0,1,1
7121899-88.2025.8.11.0925,MT,Não reconhece operação,Genérico,Êxito,Improcedência,16483.98,0.0,1,1,0,1,0,0
5250126-41.2025.8.07.3469,DF,Não reconhece operação,Golpe,Êxito,Improcedência,16329.7,0.0,1,1,0,1,0,1
6328716-57.2025.8.05.5703,BA,Não reconhece operação,Genérico,Êxito,Improcedência,13793.04,0.0,1,1,1,1,0,1
1110288-47.2025.8.24.3816,SC,Não reconhece operação,Golpe,Êxito,Extinção,9897.24,0.0,1,1,1,1,0,1
5353297-86.2025.8.10.2279,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12661.22,3924.9781999999996,0,0,1,0,1,0
1047187-25.2025.8.27.9864,TO,Não reconhece operação,Golpe,Êxito,Improcedência,13895.76,0.0,1,1,0,1,1,1
7391174-28.2025.8.19.2196,RJ,Não reconhece operação,Golpe,Êxito,Extinção,16494.23,0.0,1,1,1,1,1,1
3095280-92.2025.8.25.5946,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,5489.71,4501.562199999999,0,1,1,0,0,1
4289858-45.2025.8.24.1004,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15806.36,6164.4804,0,1,0,1,0,1
9483639-18.2025.8.09.2185,GO,Não reconhece operação,Golpe,Êxito,Improcedência,25314.95,0.0,1,1,0,0,0,0
6885871-07.2025.8.12.4659,MS,Não reconhece operação,Golpe,Êxito,Extinção,18581.55,0.0,1,0,1,1,1,1
3046560-96.2025.8.11.6951,MT,Não reconhece operação,Golpe,Êxito,Improcedência,11392.98,0.0,1,1,1,0,1,1
1179883-33.2025.8.24.1038,SC,Não reconhece operação,Golpe,Êxito,Improcedência,11107.28,0.0,1,1,1,1,1,0
4489584-52.2025.8.09.5623,GO,Não reconhece operação,Golpe,Êxito,Improcedência,8102.35,0.0,1,1,0,1,0,0
6366164-39.2025.8.16.4772,PR,Não reconhece operação,Golpe,Êxito,Improcedência,11842.6,0.0,1,1,1,1,1,1
2516650-63.2025.8.03.7117,AP,Não reconhece operação,Genérico,Êxito,Improcedência,21442.79,0.0,0,1,0,1,1,0
5782885-31.2025.8.02.1354,AL,Não reconhece operação,Genérico,Êxito,Improcedência,19174.78,0.0,1,1,1,1,1,1
3556936-33.2025.8.18.0719,PI,Não reconhece operação,Golpe,Êxito,Improcedência,11662.47,0.0,1,1,0,1,0,1
4507513-67.2025.8.02.6614,AL,Não reconhece operação,Golpe,Êxito,Improcedência,15167.68,0.0,1,1,1,1,1,1
8740630-98.2025.8.21.3979,RS,Não reconhece operação,Genérico,Não Êxito,Procedência,17985.47,16007.0683,0,1,1,1,0,0
3279998-18.2025.8.03.3137,AP,Não reconhece operação,Golpe,Êxito,Improcedência,14304.25,0.0,1,1,1,0,1,1
9324320-81.2025.8.26.5200,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9520.89,7807.129799999999,0,1,0,1,1,1
6956216-56.2025.8.15.0605,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,11313.3,11313.3,1,0,1,0,1,1
9541224-77.2025.8.26.7125,SP,Não reconhece operação,Genérico,Êxito,Improcedência,8244.19,0.0,1,0,1,1,1,1
3762767-97.2025.8.22.8691,RO,Não reconhece operação,Golpe,Êxito,Extinção,16214.68,0.0,1,1,1,1,1,0
8485038-76.2025.8.17.5152,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8995.25,5127.2925,0,0,0,1,1,1
6579185-03.2025.8.04.2314,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,2770.52,1828.5432,0,1,0,1,1,1
1665602-77.2025.8.04.3538,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12943.72,12555.408399999998,0,0,1,1,0,1
3273203-40.2025.8.06.1540,CE,Não reconhece operação,Golpe,Êxito,Improcedência,11580.84,0.0,1,1,0,1,1,1
1690043-00.2025.8.08.7107,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11479.39,4821.3438,0,0,0,1,1,1
4936498-70.2025.8.02.2719,AL,Não reconhece operação,Golpe,Êxito,Extinção,16867.24,0.0,1,1,0,0,1,1
1686069-20.2025.8.20.8253,RN,Não reconhece operação,Golpe,Êxito,Improcedência,18869.35,0.0,1,1,1,1,1,1
9767742-60.2025.8.24.8356,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24139.53,9655.812,0,1,0,0,1,1
3860144-99.2025.8.10.6706,MA,Não reconhece operação,Genérico,Êxito,Improcedência,23301.63,0.0,1,1,1,1,1,1
1234820-65.2025.8.20.9084,RN,Não reconhece operação,Genérico,Êxito,Improcedência,19964.75,0.0,1,1,1,1,0,1
7891238-50.2025.8.11.8923,MT,Não reconhece operação,Genérico,Êxito,Extinção,19563.23,0.0,1,1,1,0,1,0
4991078-21.2025.8.05.9385,BA,Não reconhece operação,Genérico,Êxito,Improcedência,25106.6,0.0,1,1,1,1,1,1
4229159-92.2025.8.25.9756,SE,Não reconhece operação,Genérico,Êxito,Improcedência,6116.44,0.0,1,1,1,1,1,1
4098493-15.2025.8.08.0374,ES,Não reconhece operação,Golpe,Êxito,Improcedência,17296.09,0.0,1,1,0,0,0,1
5752346-25.2025.8.17.7371,PE,Não reconhece operação,Genérico,Êxito,Extinção,17280.87,0.0,1,1,1,1,1,1
7052857-48.2025.8.04.6304,AM,Não reconhece operação,Genérico,Êxito,Improcedência,15422.38,0.0,1,1,1,1,1,1
9768193-68.2025.8.26.7094,SP,Não reconhece operação,Golpe,Êxito,Improcedência,19929.17,0.0,1,1,0,0,1,1
9712669-74.2025.8.05.5706,BA,Não reconhece operação,Golpe,Êxito,Extinção,22535.55,0.0,1,1,1,0,0,1
5725901-14.2025.8.01.4411,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8925.07,5622.7941,0,1,0,1,0,1
3074525-55.2025.8.09.1534,GO,Não reconhece operação,Genérico,Êxito,Improcedência,13587.92,0.0,1,1,1,0,1,1
2586918-38.2025.8.13.1003,MG,Não reconhece operação,Golpe,Êxito,Improcedência,16432.97,0.0,1,1,0,1,1,1
2969054-12.2025.8.06.5170,CE,Não reconhece operação,Golpe,Êxito,Improcedência,13374.56,0.0,1,1,1,0,0,1
2813412-20.2025.8.09.4828,GO,Não reconhece operação,Genérico,Êxito,Improcedência,18904.58,0.0,1,1,1,1,0,1
8085665-26.2025.8.27.7730,TO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,26358.04,10279.635600000001,0,0,0,1,1,1
6032152-63.2025.8.01.1167,AC,Não reconhece operação,Genérico,Êxito,Extinção,7273.61,0.0,1,1,1,0,1,1
7861625-10.2025.8.22.5468,RO,Não reconhece operação,Genérico,Não Êxito,Procedência,9413.33,8095.4637999999995,0,0,0,1,1,1
4871457-34.2025.8.16.3076,PR,Não reconhece operação,Genérico,Êxito,Improcedência,14711.88,0.0,1,1,0,0,1,1
5118606-74.2025.8.16.1645,PR,Não reconhece operação,Golpe,Êxito,Extinção,22306.35,0.0,1,0,0,1,1,1
7167453-50.2025.8.12.9922,MS,Não reconhece operação,Genérico,Êxito,Extinção,19447.49,0.0,0,1,0,0,1,1
6072341-84.2025.8.21.2211,RS,Não reconhece operação,Genérico,Êxito,Improcedência,17482.93,0.0,1,1,1,1,1,1
5890421-55.2025.8.04.0135,AM,Não reconhece operação,Golpe,Êxito,Extinção,20213.97,0.0,1,1,1,1,1,1
4506101-01.2025.8.18.0352,PI,Não reconhece operação,Golpe,Êxito,Extinção,18013.71,0.0,1,1,0,1,1,1
2332907-79.2025.8.21.2896,RS,Não reconhece operação,Genérico,Êxito,Improcedência,15675.06,0.0,1,1,1,1,1,1
8989245-78.2025.8.09.3917,GO,Não reconhece operação,Genérico,Êxito,Improcedência,13777.62,0.0,1,1,0,0,0,1
5134202-39.2025.8.24.9909,SC,Não reconhece operação,Golpe,Êxito,Extinção,12212.49,0.0,1,1,1,1,1,1
2582798-16.2025.8.25.9890,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15552.55,7309.6984999999995,0,0,0,0,1,0
6652000-91.2025.8.13.0166,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,18203.56,16929.310800000003,0,0,1,1,1,1
8887183-26.2025.8.25.0705,SE,Não reconhece operação,Golpe,Êxito,Extinção,17148.97,0.0,1,1,0,1,1,0
5031556-46.2025.8.07.7362,DF,Não reconhece operação,Golpe,Êxito,Extinção,7453.05,0.0,1,1,1,1,1,1
9919974-15.2025.8.12.7941,MS,Não reconhece operação,Golpe,Êxito,Extinção,10937.63,0.0,1,1,0,1,1,1
6203707-04.2025.8.07.0331,DF,Não reconhece operação,Genérico,Êxito,Extinção,12337.93,0.0,1,1,0,0,1,0
8049014-16.2025.8.11.2919,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19481.11,13441.9659,1,1,0,0,1,1
1209588-48.2025.8.24.3246,SC,Não reconhece operação,Genérico,Êxito,Improcedência,19776.88,0.0,1,1,1,1,1,0
5244620-30.2025.8.01.7142,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13778.06,11298.009199999999,1,1,1,1,1,1
5674505-63.2025.8.03.8681,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18047.25,15520.635,0,0,0,1,1,1
4754472-35.2025.8.14.5949,PA,Não reconhece operação,Golpe,Êxito,Extinção,25789.97,0.0,1,1,1,1,0,0
2543823-80.2025.8.25.8773,SE,Não reconhece operação,Golpe,Êxito,Extinção,15403.64,0.0,1,1,1,1,1,1
6700798-16.2025.8.14.7434,PA,Não reconhece operação,Genérico,Êxito,Improcedência,21438.25,0.0,1,1,1,0,1,0
7226598-64.2025.8.16.9605,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,20062.54,16852.5336,0,1,0,1,1,1
2538185-98.2025.8.10.5918,MA,Não reconhece operação,Golpe,Êxito,Extinção,23637.23,0.0,1,1,1,0,1,1
5250552-83.2025.8.20.2119,RN,Não reconhece operação,Golpe,Êxito,Improcedência,9770.77,0.0,1,1,1,1,0,1
6110209-10.2025.8.03.8367,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,19601.34,19601.34,0,0,1,0,1,1
8958005-40.2025.8.22.0642,RO,Não reconhece operação,Golpe,Êxito,Improcedência,11129.47,0.0,1,1,1,1,1,1
6597339-00.2025.8.02.4655,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,10020.75,10020.75,1,0,0,1,0,1
1112424-38.2025.8.24.6351,SC,Não reconhece operação,Genérico,Êxito,Extinção,12380.71,0.0,1,1,0,1,1,1
6686966-37.2025.8.03.7259,AP,Não reconhece operação,Golpe,Êxito,Improcedência,20169.4,0.0,1,0,0,1,1,1
3368001-63.2025.8.20.8856,RN,Não reconhece operação,Golpe,Êxito,Extinção,18165.47,0.0,1,1,1,1,1,1
5733994-09.2025.8.03.6402,AP,Não reconhece operação,Genérico,Êxito,Improcedência,16289.01,0.0,1,1,1,1,1,1
2541584-35.2025.8.15.0989,PB,Não reconhece operação,Golpe,Êxito,Extinção,10247.45,0.0,1,1,1,0,1,1
6757246-42.2025.8.10.1079,MA,Não reconhece operação,Golpe,Êxito,Improcedência,22516.05,0.0,1,1,0,1,0,1
6243318-40.2025.8.05.3134,BA,Não reconhece operação,Genérico,Êxito,Extinção,16076.11,0.0,0,1,0,0,1,1
9186879-18.2025.8.09.6054,GO,Não reconhece operação,Golpe,Êxito,Improcedência,12020.75,0.0,1,1,0,1,1,1
2070709-75.2025.8.21.4060,RS,Não reconhece operação,Genérico,Êxito,Improcedência,18934.59,0.0,1,1,1,0,1,1
7482349-42.2025.8.17.1398,PE,Não reconhece operação,Golpe,Êxito,Improcedência,18878.96,0.0,1,1,1,1,1,1
1916557-37.2025.8.18.9930,PI,Não reconhece operação,Genérico,Êxito,Improcedência,16496.95,0.0,1,1,0,1,0,1
3372493-63.2025.8.26.2993,SP,Não reconhece operação,Golpe,Êxito,Improcedência,23664.37,0.0,1,1,1,1,0,0
8677732-74.2025.8.16.5845,PR,Não reconhece operação,Golpe,Êxito,Improcedência,21269.13,0.0,1,1,0,0,1,0
6509733-29.2025.8.05.4774,BA,Não reconhece operação,Genérico,Êxito,Extinção,7613.33,0.0,1,1,0,1,0,1
1802532-60.2025.8.26.4956,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,18241.08,14775.274800000003,1,1,1,1,1,1
2822595-69.2025.8.02.1336,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13788.57,8548.9134,0,1,1,1,1,1
9005249-20.2025.8.03.2267,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9433.98,9056.620799999999,1,1,1,1,0,1
4315572-31.2025.8.05.8087,BA,Não reconhece operação,Golpe,Êxito,Improcedência,13995.98,0.0,1,1,1,1,1,1
8509487-98.2025.8.15.6018,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17932.58,13628.760800000002,1,1,0,1,1,0
3653564-23.2025.8.05.8968,BA,Não reconhece operação,Golpe,Êxito,Improcedência,16184.94,0.0,1,1,1,1,1,1
3540004-85.2025.8.14.4188,PA,Não reconhece operação,Genérico,Êxito,Extinção,11580.51,0.0,0,1,1,0,1,1
1469183-42.2025.8.13.7610,MG,Não reconhece operação,Golpe,Êxito,Improcedência,20212.98,0.0,1,1,0,1,1,0
5143915-94.2025.8.15.0850,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12439.08,7214.666399999999,0,0,0,1,1,1
6640751-76.2025.8.10.3217,MA,Não reconhece operação,Genérico,Êxito,Improcedência,11669.4,0.0,1,1,0,0,0,1
5547967-89.2025.8.21.8997,RS,Não reconhece operação,Golpe,Êxito,Improcedência,18566.35,0.0,1,1,1,1,0,1
1053304-78.2025.8.25.7327,SE,Não reconhece operação,Golpe,Êxito,Extinção,4357.63,0.0,1,1,1,1,0,1
2411534-21.2025.8.11.5061,MT,Não reconhece operação,Genérico,Êxito,Extinção,16152.31,0.0,1,1,0,1,1,0
7678683-08.2025.8.08.4895,ES,Não reconhece operação,Golpe,Êxito,Extinção,7857.62,0.0,1,1,1,1,1,1
2052260-29.2025.8.16.3894,PR,Não reconhece operação,Golpe,Êxito,Improcedência,15565.09,0.0,1,1,1,0,0,1
2927821-46.2025.8.14.6990,PA,Não reconhece operação,Golpe,Êxito,Improcedência,12758.65,0.0,1,1,1,1,1,1
4793342-02.2025.8.22.8848,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15311.6,0.0,1,1,1,1,0,1
9150260-57.2025.8.08.2243,ES,Não reconhece operação,Golpe,Êxito,Improcedência,14731.78,0.0,1,1,1,0,1,1
2194650-24.2025.8.24.3649,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,18153.24,7805.8932,0,1,0,1,1,1
8314039-40.2025.8.18.2522,PI,Não reconhece operação,Genérico,Êxito,Improcedência,23634.74,0.0,1,1,0,1,1,1
7558734-68.2025.8.15.5484,PB,Não reconhece operação,Golpe,Êxito,Improcedência,8981.35,0.0,1,1,1,0,1,1
5013432-74.2025.8.19.1998,RJ,Não reconhece operação,Genérico,Não Êxito,Procedência,9838.13,9838.13,1,1,1,1,1,1
4655209-81.2025.8.15.3562,PB,Não reconhece operação,Golpe,Êxito,Improcedência,15677.08,0.0,1,1,1,1,1,0
1020330-28.2025.8.27.2958,TO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,26358.66,15815.196,0,1,0,0,0,1
4978439-85.2025.8.25.2678,SE,Não reconhece operação,Golpe,Êxito,Extinção,15531.54,0.0,1,1,0,1,1,1
2798351-66.2025.8.03.6719,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,4803.42,4611.2832,1,1,0,1,1,1
3897218-66.2025.8.13.3190,MG,Não reconhece operação,Golpe,Êxito,Extinção,19508.29,0.0,1,1,1,0,1,1
6998384-99.2025.8.07.4602,DF,Não reconhece operação,Genérico,Êxito,Extinção,17897.41,0.0,1,1,0,1,1,1
7587507-36.2025.8.22.8166,RO,Não reconhece operação,Golpe,Êxito,Improcedência,19117.4,0.0,0,1,1,1,0,1
8444245-98.2025.8.07.5362,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,23118.75,6935.625,1,0,0,1,1,1
5868001-75.2025.8.12.0699,MS,Não reconhece operação,Golpe,Êxito,Improcedência,19459.07,0.0,1,1,0,1,1,1
4415044-37.2025.8.02.3738,AL,Não reconhece operação,Golpe,Êxito,Improcedência,20084.23,0.0,1,1,1,1,0,1
4384699-30.2025.8.24.6117,SC,Não reconhece operação,Golpe,Êxito,Extinção,18851.59,0.0,1,1,1,1,1,0
1130896-43.2025.8.05.5392,BA,Não reconhece operação,Genérico,Êxito,Improcedência,18131.7,0.0,1,1,1,1,1,1
8800354-56.2025.8.20.1676,RN,Não reconhece operação,Golpe,Êxito,Improcedência,17475.11,0.0,0,1,1,1,1,1
9779013-87.2025.8.16.7267,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18258.21,15519.4785,1,0,0,1,0,1
5026524-23.2025.8.09.2235,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13078.22,11247.269199999999,0,0,1,1,1,1
7484188-22.2025.8.13.9373,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,6695.92,6428.0832,1,0,1,1,1,0
1655640-90.2025.8.20.3958,RN,Não reconhece operação,Golpe,Êxito,Extinção,14552.76,0.0,1,1,0,0,1,1
4726555-01.2025.8.21.5538,RS,Não reconhece operação,Golpe,Êxito,Extinção,22813.19,0.0,1,1,1,1,1,1
2090617-75.2025.8.27.8476,TO,Não reconhece operação,Golpe,Êxito,Extinção,18337.86,0.0,1,1,1,0,1,1
1658907-71.2025.8.17.7169,PE,Não reconhece operação,Golpe,Êxito,Improcedência,8167.72,0.0,1,1,1,1,1,0
8385660-04.2025.8.22.2781,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15202.47,10185.6549,0,1,0,0,0,1
8331015-39.2025.8.12.8558,MS,Não reconhece operação,Golpe,Êxito,Extinção,18444.49,0.0,1,1,0,1,1,0
9872234-91.2025.8.07.8964,DF,Não reconhece operação,Genérico,Êxito,Extinção,14987.29,0.0,1,1,0,1,1,1
1469458-78.2025.8.18.1900,PI,Não reconhece operação,Golpe,Êxito,Improcedência,10511.23,0.0,1,1,1,0,0,1
7996255-64.2025.8.05.3500,BA,Não reconhece operação,Golpe,Êxito,Improcedência,11940.03,0.0,0,1,1,0,1,1
3041765-59.2025.8.15.0587,PB,Não reconhece operação,Golpe,Êxito,Improcedência,13216.4,0.0,1,1,0,0,1,1
2940465-70.2025.8.18.6798,PI,Não reconhece operação,Golpe,Êxito,Improcedência,8504.0,0.0,1,1,0,1,1,1
8536380-75.2025.8.05.1725,BA,Não reconhece operação,Genérico,Êxito,Improcedência,14007.88,0.0,0,1,0,0,1,0
9261844-95.2025.8.13.6297,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8917.17,5171.9586,0,1,0,1,1,1
5912438-15.2025.8.27.3397,TO,Não reconhece operação,Golpe,Êxito,Improcedência,18749.55,0.0,1,1,1,1,1,1
3155876-26.2025.8.16.9081,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21414.32,8994.0144,0,1,0,1,0,1
3722442-33.2025.8.17.2679,PE,Não reconhece operação,Golpe,Êxito,Improcedência,13810.31,0.0,1,1,0,1,1,1
2296100-02.2025.8.20.1201,RN,Não reconhece operação,Genérico,Êxito,Improcedência,13698.49,0.0,1,1,1,0,1,1
8205552-79.2025.8.10.9540,MA,Não reconhece operação,Genérico,Êxito,Improcedência,17245.54,0.0,1,1,1,0,1,1
6146557-77.2025.8.27.7868,TO,Não reconhece operação,Genérico,Êxito,Improcedência,7583.02,0.0,1,1,1,1,1,1
6244390-17.2025.8.02.3223,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12775.92,7154.515200000001,1,1,1,1,0,1
1096096-11.2025.8.07.7654,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,8104.96,3566.1824,1,1,0,1,1,1
4919540-82.2025.8.14.6171,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,14504.87,13344.480400000002,1,1,1,1,0,1
9658886-99.2025.8.13.2481,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,9848.26,9848.26,0,0,0,1,0,1
4100935-08.2025.8.17.6493,PE,Não reconhece operação,Golpe,Êxito,Improcedência,15023.69,0.0,0,1,0,0,1,1
1103090-06.2025.8.06.5664,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,20168.33,19159.913500000002,0,1,1,1,1,1
5137968-76.2025.8.06.0312,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,14287.9,9430.014000000001,0,0,0,1,0,1
9476461-27.2025.8.11.9972,MT,Não reconhece operação,Golpe,Êxito,Improcedência,18736.62,0.0,1,1,1,0,1,0
6843925-45.2025.8.15.0923,PB,Não reconhece operação,Golpe,Êxito,Improcedência,20624.98,0.0,1,1,1,1,1,0
5789217-62.2025.8.07.0347,DF,Não reconhece operação,Golpe,Êxito,Improcedência,9114.22,0.0,1,1,0,0,1,1
7882827-74.2025.8.26.8902,SP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,17535.79,8066.463400000001,0,1,1,0,1,1
3666525-50.2025.8.21.4863,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,13158.18,10526.544000000002,1,1,0,0,0,1
3933548-04.2025.8.01.7462,AC,Não reconhece operação,Golpe,Êxito,Extinção,14565.75,0.0,1,1,0,1,1,1
7480965-70.2025.8.01.9532,AC,Não reconhece operação,Genérico,Não Êxito,Procedência,15533.15,15377.8185,0,1,1,0,1,1
3196463-05.2025.8.09.3393,GO,Não reconhece operação,Golpe,Êxito,Improcedência,18605.15,0.0,1,1,1,1,0,1
1266887-97.2025.8.15.5360,PB,Não reconhece operação,Golpe,Êxito,Improcedência,6367.09,0.0,1,1,1,1,1,1
4987969-31.2025.8.24.9431,SC,Não reconhece operação,Golpe,Êxito,Extinção,19901.99,0.0,0,1,1,1,1,1
6869812-32.2025.8.16.2372,PR,Não reconhece operação,Genérico,Êxito,Extinção,17197.39,0.0,1,1,1,0,1,1
5999822-14.2025.8.09.2831,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17079.1,12809.324999999999,0,1,0,1,1,1
4796033-55.2025.8.19.1325,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,10182.58,0.0,1,1,0,1,1,1
5359229-98.2025.8.03.1914,AP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,19592.82,16849.8252,0,1,0,1,0,1
7348536-25.2025.8.07.6180,DF,Não reconhece operação,Golpe,Êxito,Extinção,20025.25,0.0,1,1,1,1,0,1
9477467-25.2025.8.11.7421,MT,Não reconhece operação,Golpe,Êxito,Improcedência,20495.48,0.0,1,0,1,1,0,1
7474979-83.2025.8.10.1613,MA,Não reconhece operação,Genérico,Êxito,Improcedência,17919.9,0.0,0,1,1,1,1,1
7484576-20.2025.8.07.7758,DF,Não reconhece operação,Genérico,Êxito,Improcedência,11429.45,0.0,1,1,1,0,1,1
2864755-86.2025.8.01.1016,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,24898.19,23155.3167,1,0,1,1,1,1
7714655-40.2025.8.24.9966,SC,Não reconhece operação,Genérico,Êxito,Extinção,19673.04,0.0,1,1,1,1,1,1
6316916-53.2025.8.18.0587,PI,Não reconhece operação,Golpe,Êxito,Extinção,13147.46,0.0,1,1,1,1,1,1
6387530-70.2025.8.27.4964,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24348.76,19235.5204,0,0,0,1,1,1
3369588-51.2025.8.11.9935,MT,Não reconhece operação,Genérico,Êxito,Extinção,16339.03,0.0,1,1,0,1,1,0
5464862-11.2025.8.13.6416,MG,Não reconhece operação,Golpe,Êxito,Extinção,17713.18,0.0,1,1,1,1,1,1
7704516-71.2025.8.07.8220,DF,Não reconhece operação,Golpe,Êxito,Improcedência,15159.23,0.0,1,1,0,1,1,1
3549414-69.2025.8.08.2251,ES,Não reconhece operação,Genérico,Êxito,Improcedência,19703.05,0.0,0,1,1,0,1,1
4118592-74.2025.8.01.5484,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17913.93,7165.572,0,1,0,0,1,1
3098425-82.2025.8.10.2912,MA,Não reconhece operação,Golpe,Êxito,Extinção,14706.95,0.0,1,1,1,0,1,1
1284503-44.2025.8.09.9047,GO,Não reconhece operação,Genérico,Êxito,Improcedência,13035.71,0.0,1,1,1,0,1,1
4459077-56.2025.8.26.6260,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18291.53,11523.6639,0,0,0,1,0,1
9827622-82.2025.8.27.9157,TO,Não reconhece operação,Golpe,Êxito,Improcedência,9786.95,0.0,1,1,1,1,1,1
1200825-37.2025.8.27.7632,TO,Não reconhece operação,Genérico,Êxito,Improcedência,17296.91,0.0,1,1,1,0,1,1
6263503-26.2025.8.17.1438,PE,Não reconhece operação,Genérico,Êxito,Extinção,12043.34,0.0,1,1,0,1,0,1
8526781-56.2025.8.05.2791,BA,Não reconhece operação,Golpe,Êxito,Improcedência,17202.03,0.0,1,1,1,1,1,1
8887830-24.2025.8.11.8169,MT,Não reconhece operação,Golpe,Êxito,Improcedência,15513.58,0.0,1,1,1,1,1,1
6265933-77.2025.8.19.3291,RJ,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13043.4,6130.397999999999,0,1,1,1,0,1
3894231-69.2025.8.15.6403,PB,Não reconhece operação,Golpe,Êxito,Improcedência,10636.89,0.0,1,1,1,1,1,0
2034126-87.2025.8.22.0567,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16431.23,10515.9872,0,1,0,1,1,1
2454925-64.2025.8.24.5058,SC,Não reconhece operação,Golpe,Êxito,Extinção,18329.51,0.0,1,1,1,0,1,1
5339430-78.2025.8.04.3458,AM,Não reconhece operação,Golpe,Êxito,Extinção,14041.96,0.0,1,1,0,1,0,0
7540500-13.2025.8.12.5961,MS,Não reconhece operação,Golpe,Êxito,Extinção,12767.15,0.0,1,1,0,1,1,1
5927288-32.2025.8.24.2442,SC,Não reconhece operação,Genérico,Êxito,Extinção,16466.33,0.0,1,1,1,1,0,1
4910884-63.2025.8.27.5388,TO,Não reconhece operação,Golpe,Êxito,Improcedência,14796.58,0.0,1,1,1,0,1,1
9905310-07.2025.8.26.3665,SP,Não reconhece operação,Genérico,Êxito,Extinção,22544.35,0.0,1,1,1,1,1,1
4907468-14.2025.8.20.3739,RN,Não reconhece operação,Genérico,Êxito,Extinção,14441.78,0.0,1,1,0,1,1,0
2341177-49.2025.8.17.4443,PE,Não reconhece operação,Golpe,Êxito,Improcedência,12185.6,0.0,1,1,1,1,1,1
4856853-15.2025.8.10.7120,MA,Não reconhece operação,Genérico,Êxito,Improcedência,11642.9,0.0,1,1,0,1,1,1
6229556-36.2025.8.21.6079,RS,Não reconhece operação,Golpe,Êxito,Improcedência,5790.54,0.0,1,1,0,0,1,1
4013962-11.2025.8.14.5712,PA,Não reconhece operação,Golpe,Êxito,Improcedência,22064.11,0.0,1,1,0,1,0,1
